"";"id";"module";"supermodule";"dim_1";"dim_2"
"2252";"Herpud1";"26";"1";1,48252959526509;2,81206020187081
"2253";"Eif3g";"11";"1";-0,584175870051683;2,46880325149239
"2254";"Impa2";"35";"1";2,0296782997939;1,80178769897164
"2255";"Rnf128";"1";"1";2,42621846474141;-3,62865415741264
"2256";"Vit";"51";"1";0,117948010334669;-5,49941751886665
"2257";"Tap2";"15";"1";-1,92892007552654;0,465773428189165
"2258";"Edil3";"10";"1";-4,6102052184251;2,82700713943184
"2259";"Acadvl";"28";"1";1,74172110832661;3,87660869430245
"2260";"Psmc2";"24";"1";-0,437345549693407;1,97125419448555
"2261";"Mrpl57";"4";"1";0,251067355045973;4,49056419204415
"2262";"Pls1";"10";"1";-4,598172709575;3,00144275497139
"2263";"Pex11g";"10";"1";-4,54332189284831;2,72062190841377
"2264";"Slco1a6";"10";"1";-4,5121291133073;2,79719528030098
"2265";"Sncaip";"10";"1";-4,59225706779033;2,85605796645821
"2266";"G3bp1";"38";"1";0,49408359802693;0,554916704403765
"2267";"Actr10";"22";"1";-0,363697335353197;2,20041259597481
"2268";"Gpr155";"55";"1";-5,70908789359599;1,11753591369332
"2269";"Eif4b";"2";"1";-3,17624811851055;2,7805136091584
"2270";"Pdia6";"3";"1";-2,03822962962657;2,3936146147126
"2271";"Acss1";"23";"1";1,43779368675679;-2,68809357811271
"2272";"Ptpn1";"25";"1";2,20202298439473;-0,0880037896758248
"2273";"Dctn2";"4";"1";0,0557827500197279;4,43563159774483
"2274";"2210409D07Rik";"10";"1";-4,9605036231187;2,76602348159493
"2275";"Oard1";"7";"1";-1,76848696195156;1,60655292342842
"2276";"Blvrb";"11";"1";-0,791712925067247;2,04651531051338
"2277";"Sh3glb1";"26";"1";0,468996241459547;4,03272613357247
"2278";"Clec2g";"10";"1";-4,62085752212078;2,6974762327546
"2279";"Timm8a1";"38";"1";0,55058617866963;0,728925550686724
"2280";"Mrpl55";"22";"1";0,0867578533980238;2,26667960952461
"2281";"Akap9";"13";"1";-0,203996464839281;-1,27593151260673
"2282";"Lrrfip1";"8";"1";-2,03998051606685;-1,00555387665092
"2283";"Tnfsf12";"3";"1";-2,75960651435524;2,53938182662667
"2284";"Ppp1r1b";"10";"1";-4,88376002036601;1,88060172866524
"2285";"Polb";"3";"1";-2,63447665446073;2,44734748672188
"2286";"Tfeb";"41";"1";1,88949198997944;1,4015663511628
"2287";"Snrpc";"21";"1";-1,97653053723842;1,93135055373848
"2288";"Il11ra1";"7";"1";-1,57196120940715;1,07108005355538
"2289";"Pdlim5";"14";"1";3,197472527394;-1,42900053192436
"2290";"Trappc2l";"22";"1";-0,194334075084032;2,19815048049629
"2291";"Actn4";"36";"1";2,26716466225117;-0,979429399264448
"2292";"Ubxn4";"33";"1";2,99295134819478;-0,791830217135542
"2293";"Ripor2";"55";"1";-5,94650082313091;1,13476928542793
"2294";"Serpine2";"8";"1";-2,46324355923206;-0,95478120971977
"2295";"Hacd2";"5";"1";0,61619372642964;1,6602972395295
"2296";"Slc5a1";"19";"1";-2,94849570118457;0,170654142605669
"2297";"Sdf2l1";"2";"1";-3,78494887076885;2,45935138534249
"2298";"Id1";"18";"1";2,41732688225239;2,30444129775704
"2299";"Rab5a";"33";"1";2,78345151222676;-0,804372941744917
"2300";"Bspry";"22";"1";-0,0494771453049792;1,78187736343086
"2301";"Akirin2";"9";"1";1,13707371033162;0,55489429305733
"2302";"Srpr";"42";"1";-4,01834981166393;3,52995475600899
"2303";"Baz1a";"14";"1";2,08056254662007;-1,48561588455498
"2304";"Cpsf4l";"34";"1";3,00424046791524;1,35537513564766
"2305";"Gm11808";"3";"1";-2,23047129832775;2,18476661513985
"2306";"Mrps18b";"22";"1";0,264918520817457;2,27053531478585
"2307";"Gm49980";"18";"1";2,2030181435439;1,85608848403633
"2308";"Capzb";"4";"1";0,131535246739088;4,06580718825997
"2309";"Zfp467";"24";"1";-0,530984685054125;1,52788432906807
"2310";"Mrpl38";"37";"1";-1,3286471816209;2,53192218612374
"2311";"Ltbp2";"34";"1";2,7231368569228;1,43207773040474
"2312";"Pcbp2";"4";"1";0,322396710285841;4,09432967971504
"2313";"Gstp1";"31";"1";3,54493804253071;-3,28518859077751
"2314";"Bcl7c";"38";"1";0,0664639023634779;0,897526586758501
"2315";"Dnajb11";"5";"1";0,683856919178663;1,55774387191475
"2316";"Ddx6";"9";"1";1,01166482246846;-0,0130011193877388
"2317";"Tspan31";"5";"1";0,37588758743733;1,69416126083077
"2318";"Ufm1";"3";"1";-2,1666798444894;2,40445789169014
"2319";"Ifi202b";"56";"1";1,2422129658553;-5,2043490164405
